customer_id,last_order_date,order_count,lifetime_value,days_since_last_order,is_churned
5966,2013-03-18,2,40.0,4471.0,1
4407,2013-03-18,2,7.0,4471.0,1
16301,2013-03-18,2,7.0,4471.0,1
7920,2013-03-18,6,301.0,4471.0,1
5060,2013-03-18,3,147.0,4471.0,1
9087,2013-05-22,5,129.0,4406.0,1
6632,2013-03-18,4,98.0,4471.0,1
1491,2013-09-03,8,168.0,4302.0,1
15897,2013-03-18,2,13.0,4471.0,1
3547,2014-01-01,3,153.0,4182.0,1
5191,2013-12-03,4,79.0,4211.0,1
1829,2013-03-18,2,55.0,4471.0,1
846,2013-12-09,11,197.0,4205.0,1
1532,2013-03-18,1,22.0,4471.0,1
2071,2013-03-18,2,57.0,4471.0,1
9665,2013-03-18,4,1765.0,4471.0,1
1766,2013-03-18,2,1751.0,4471.0,1
2067,2013-03-18,5,3033.0,4471.0,1
8022,2013-03-18,4,615.0,4471.0,1
2891,2013-03-18,4,2982.0,4471.0,1
1170,2013-03-18,5,5948.0,4471.0,1
1173,2013-03-18,4,5930.0,4471.0,1
1185,2013-03-18,3,5875.0,4471.0,1
1113,2013-03-18,4,5930.0,4471.0,1
889,2013-03-18,3,2377.0,4471.0,1
7694,2013-03-18,2,6021.0,4471.0,1
17936,2013-03-18,2,2419.0,4471.0,1
14205,2013-03-18,2,1250.0,4471.0,1
11043,2013-03-18,1,540.0,4471.0,1
8550,2013-03-18,3,1183.0,4471.0,1
3736,2013-03-18,3,1854.0,4471.0,1
2149,2013-03-18,3,1137.0,4471.0,1
4115,2013-07-22,7,6919.0,4345.0,1
7488,2013-03-19,2,6021.0,4470.0,1
7494,2013-03-19,3,6029.0,4470.0,1
1806,2013-10-06,7,6522.0,4269.0,1
1317,2013-03-19,6,6799.0,4470.0,1
177,2014-01-27,60,1317.0,4156.0,1
301,2013-12-31,67,1499.0,4183.0,1
17591,2013-03-19,2,59.0,4470.0,1
2047,2013-07-02,3,65.0,4365.0,1
5489,2014-01-07,8,233.0,4176.0,1
7705,2013-08-27,3,33.0,4309.0,1
6079,2013-03-19,6,187.0,4470.0,1
4140,2013-04-24,2,60.0,4434.0,1
7288,2013-03-19,5,72.0,4470.0,1
3953,2013-03-19,3,4153.0,4470.0,1
5409,2013-03-19,5,4693.0,4470.0,1
9053,2013-03-19,5,3214.0,4470.0,1
610,2013-11-23,9,6872.0,4221.0,1
212,2014-01-07,33,792.0,4176.0,1
521,2014-01-19,32,822.0,4164.0,1
18003,2013-03-19,3,68.0,4470.0,1
15054,2013-03-19,2,27.0,4470.0,1
1929,2013-11-03,10,247.0,4241.0,1
14254,2013-03-19,4,74.0,4470.0,1
12796,2013-03-19,3,72.0,4470.0,1
12723,2013-03-19,2,32.0,4470.0,1
7392,2013-04-05,3,101.0,4453.0,1
14266,2013-03-19,2,55.0,4470.0,1
6170,2013-03-19,1,5.0,4470.0,1
2990,2013-03-19,2,46.0,4470.0,1
3206,2013-03-19,1,33.0,4470.0,1
1869,2013-03-19,1,33.0,4470.0,1
6843,2013-03-19,3,37.0,4470.0,1
17897,2013-03-19,1,21.0,4470.0,1
16842,2013-03-19,3,60.0,4470.0,1
11570,2013-03-19,3,49.0,4470.0,1
12919,2013-03-19,3,69.0,4470.0,1
6102,2013-10-02,6,164.0,4273.0,1
141,2013-03-19,2,40.0,4470.0,1
4479,2013-08-23,9,183.0,4313.0,1
1138,2013-05-11,4,92.0,4417.0,1
1908,2013-03-19,2,142.0,4470.0,1
1467,2013-03-19,2,59.0,4470.0,1
431,2013-03-19,2,85.0,4470.0,1
5896,2013-03-19,3,1760.0,4470.0,1
5364,2013-03-19,4,2481.0,4470.0,1
3108,2013-03-19,4,819.0,4470.0,1
1144,2013-03-19,3,5993.0,4470.0,1
7723,2013-03-19,3,5333.0,4470.0,1
8,2013-03-19,8,8211.0,4470.0,1
12,2013-03-19,4,8133.0,4470.0,1
12268,2013-03-19,5,4862.0,4470.0,1
14340,2013-03-19,2,1224.0,4470.0,1
18257,2013-03-19,2,2393.0,4470.0,1
8548,2013-03-19,3,1179.0,4470.0,1
7572,2013-03-19,1,1120.0,4470.0,1
11479,2013-03-19,3,554.0,4470.0,1
14740,2013-03-19,1,540.0,4470.0,1
4101,2013-07-07,6,6953.0,4360.0,1
13111,2013-03-19,2,2393.0,4470.0,1
13905,2013-03-20,5,2199.0,4469.0,1
4022,2013-11-21,2,39.0,4223.0,1
13590,2013-03-20,3,69.0,4469.0,1
11946,2013-03-20,2,13.0,4469.0,1
6307,2013-05-24,4,118.0,4404.0,1
7191,2013-09-20,2,31.0,4285.0,1
4265,2013-09-03,2,39.0,4302.0,1
572,2013-03-20,4,4390.0,4469.0,1
16376,2013-03-20,2,6.0,4469.0,1
16510,2013-03-20,3,60.0,4469.0,1
15473,2013-03-20,4,115.0,4469.0,1
16056,2013-03-20,2,34.0,4469.0,1
870,2014-01-16,14,268.0,4167.0,1
12406,2013-03-20,3,70.0,4469.0,1
5006,2013-08-04,6,198.0,4332.0,1
4944,2013-08-26,9,365.0,4310.0,1
6027,2013-03-20,10,261.0,4469.0,1
10241,2013-03-20,2,120.0,4469.0,1
3724,2013-06-20,5,88.0,4377.0,1
11024,2013-03-20,4,79.0,4469.0,1
6261,2013-03-20,2,40.0,4469.0,1
6486,2013-03-20,3,77.0,4469.0,1
16197,2013-03-20,2,69.0,4469.0,1
4282,2013-03-20,2,40.0,4469.0,1
5356,2013-03-20,3,90.0,4469.0,1
3352,2013-03-20,2,57.0,4469.0,1
3554,2013-04-26,5,148.0,4432.0,1
5438,2013-06-12,4,47.0,4385.0,1
2833,2013-03-20,2,24.0,4469.0,1
6786,2013-03-20,4,67.0,4469.0,1
17445,2013-03-20,2,124.0,4469.0,1
3531,2013-11-14,5,73.0,4230.0,1
14687,2013-03-20,2,6.0,4469.0,1
4453,2013-03-20,1,25.0,4469.0,1
1490,2014-01-09,8,158.0,4174.0,1
11528,2013-03-20,2,75.0,4469.0,1
13568,2013-03-20,2,6.0,4469.0,1
305,2013-04-22,5,122.0,4436.0,1
2267,2013-03-20,2,30.0,4469.0,1
2928,2013-03-20,3,3021.0,4469.0,1
1018,2013-03-20,3,2340.0,4469.0,1
15931,2013-03-20,4,1264.0,4469.0,1
5702,2013-03-20,4,4426.0,4469.0,1
5742,2013-03-20,3,6056.0,4469.0,1
7732,2013-03-20,4,6053.0,4469.0,1
7719,2013-03-20,4,6035.0,4469.0,1
11544,2013-03-20,4,563.0,4469.0,1
13961,2013-03-20,4,3008.0,4469.0,1
8726,2013-03-20,3,1179.0,4469.0,1
8538,2013-03-20,2,1155.0,4469.0,1
10065,2013-03-20,3,554.0,4469.0,1
14728,2013-03-20,1,540.0,4469.0,1
2969,2013-12-22,9,5181.0,4192.0,1
1755,2013-10-03,7,6503.0,4272.0,1
3124,2013-07-15,3,62.0,4352.0,1
5614,2013-08-20,6,129.0,4316.0,1
4149,2013-06-07,5,90.0,4390.0,1
12764,2013-03-21,2,1736.0,4468.0,1
719,2013-03-21,4,100.0,4468.0,1
17807,2013-03-21,3,64.0,4468.0,1
15265,2013-03-21,2,31.0,4468.0,1
15518,2013-03-21,1,25.0,4468.0,1
16754,2013-03-21,2,25.0,4468.0,1
13425,2013-03-21,4,250.0,4468.0,1
12154,2013-03-21,2,35.0,4468.0,1
11884,2013-03-21,1,30.0,4468.0,1
6484,2013-06-22,5,64.0,4375.0,1
12697,2013-03-21,7,233.0,4468.0,1
13996,2013-03-21,1,5.0,4468.0,1
5992,2013-03-21,2,40.0,4468.0,1
16608,2013-03-21,2,7.0,4468.0,1
5751,2013-03-21,2,7.0,4468.0,1
12504,2013-03-21,2,7.0,4468.0,1
4760,2013-03-21,3,90.0,4468.0,1
3444,2013-03-21,1,22.0,4468.0,1
2551,2013-03-21,1,70.0,4468.0,1
6784,2013-03-21,1,25.0,4468.0,1
2611,2013-03-21,2,45.0,4468.0,1
9179,2013-03-21,1,4.0,4468.0,1
8183,2013-03-21,2,40.0,4468.0,1
1432,2014-01-08,8,224.0,4175.0,1
7315,2013-07-03,6,115.0,4364.0,1
6469,2013-11-10,7,129.0,4234.0,1
9324,2013-03-21,4,2492.0,4468.0,1
541,2013-03-21,5,5958.0,4468.0,1
537,2013-03-21,5,5915.0,4468.0,1
1104,2013-03-21,6,5997.0,4468.0,1
7692,2013-03-21,5,6070.0,4468.0,1
9424,2013-03-21,4,4177.0,4468.0,1
15769,2013-03-21,5,1372.0,4468.0,1
7737,2013-03-21,4,6035.0,4468.0,1
5746,2013-03-21,2,6021.0,4468.0,1
466,2013-07-13,4,8158.0,4354.0,1
760,2013-07-09,3,8054.0,4358.0,1
14199,2013-03-21,2,1250.0,4468.0,1
13681,2013-03-21,3,2418.0,4468.0,1
10941,2013-03-21,4,571.0,4468.0,1
14049,2013-03-21,3,3047.0,4468.0,1
8679,2013-03-21,1,1120.0,4468.0,1
8497,2013-03-21,3,1854.0,4468.0,1
11487,2013-03-21,4,589.0,4468.0,1
14656,2013-03-21,4,571.0,4468.0,1
1329,2013-03-21,8,6792.0,4468.0,1
3774,2013-06-29,5,7016.0,4368.0,1
5518,2013-03-22,2,4698.0,4467.0,1
1129,2013-12-04,9,8681.0,4210.0,1
1373,2013-07-19,7,98.0,4348.0,1
4155,2014-01-01,3,110.0,4182.0,1
4035,2013-11-24,5,103.0,4220.0,1
6324,2013-12-15,3,85.0,4199.0,1
1336,2013-03-22,9,6912.0,4467.0,1
632,2013-12-25,33,706.0,4189.0,1
17331,2013-03-22,2,10.0,4467.0,1
16728,2013-03-22,2,6.0,4467.0,1
92,2014-01-08,59,1186.0,4175.0,1
16527,2013-03-22,2,23.0,4467.0,1
17624,2013-03-22,2,27.0,4467.0,1
499,2014-01-09,30,560.0,4174.0,1
13942,2013-03-22,1,33.0,4467.0,1
224,2014-01-06,56,1293.0,4177.0,1
1761,2013-06-10,12,273.0,4387.0,1
13412,2013-03-22,3,72.0,4467.0,1
11146,2013-03-22,3,37.0,4467.0,1
12273,2013-03-22,3,39.0,4467.0,1
1940,2014-01-27,13,238.0,4156.0,1
7065,2013-03-22,2,59.0,4467.0,1
6520,2013-03-22,2,59.0,4467.0,1
7753,2013-03-22,2,120.0,4467.0,1
6159,2013-03-22,2,40.0,4467.0,1
2223,2013-11-06,9,150.0,4238.0,1
7098,2013-03-22,2,40.0,4467.0,1
4911,2013-03-22,2,40.0,4467.0,1
8079,2013-03-22,3,32.0,4467.0,1
10850,2013-03-22,2,40.0,4467.0,1
15898,2013-03-22,2,39.0,4467.0,1
15982,2013-03-22,1,21.0,4467.0,1
2263,2013-09-25,5,87.0,4280.0,1
18395,2013-03-22,3,36.0,4467.0,1
17922,2013-03-22,3,184.0,4467.0,1
2604,2013-06-10,6,134.0,4387.0,1
3954,2013-03-22,5,203.0,4467.0,1
2815,2013-04-13,7,230.0,4445.0,1
1145,2013-11-05,4,50.0,4239.0,1
2431,2013-03-22,2,31.0,4467.0,1
2167,2013-03-22,2,72.0,4467.0,1
1636,2013-03-22,1,50.0,4467.0,1
1175,2013-03-22,2,5873.0,4467.0,1
1117,2013-03-22,3,5933.0,4467.0,1
15758,2013-03-22,3,1344.0,4467.0,1
7739,2013-03-22,5,6089.0,4467.0,1
7707,2013-03-22,5,6060.0,4467.0,1
752,2013-07-17,6,8215.0,4350.0,1
915,2013-08-23,8,8166.0,4313.0,1
896,2013-07-25,5,8149.0,4342.0,1
11369,2013-03-22,3,615.0,4467.0,1
8702,2013-03-22,4,1184.0,4467.0,1
11657,2013-03-22,4,1169.0,4467.0,1
15988,2013-03-22,2,1155.0,4467.0,1
4932,2013-08-10,7,5362.0,4326.0,1
11480,2013-03-22,4,600.0,4467.0,1
18413,2013-03-22,5,2671.0,4467.0,1
11474,2013-03-22,4,608.0,4467.0,1
4081,2013-07-09,6,8305.0,4358.0,1
583,2013-03-23,3,4379.0,4466.0,1
577,2013-03-23,3,4486.0,4466.0,1
4761,2014-01-18,9,146.0,4165.0,1
960,2013-11-10,4,139.0,4234.0,1
784,2013-05-11,4,110.0,4417.0,1
8607,2013-03-23,4,84.0,4466.0,1
15131,2013-03-23,1,21.0,4466.0,1
14268,2013-03-23,2,25.0,4466.0,1
11964,2013-03-23,2,59.0,4466.0,1
11975,2013-03-23,2,7.0,4466.0,1
12078,2013-03-23,2,7.0,4466.0,1
74,2013-08-21,10,192.0,4315.0,1
75,2013-05-27,7,94.0,4401.0,1
4795,2013-12-27,3,114.0,4187.0,1
1993,2013-08-08,9,158.0,4328.0,1
8501,2013-03-23,3,3478.0,4466.0,1
17986,2013-03-23,3,53.0,4466.0,1
15,2013-04-30,6,138.0,4428.0,1
201,2014-01-20,55,1461.0,4163.0,1
10634,2013-03-23,2,65.0,4466.0,1
17669,2013-03-23,2,79.0,4466.0,1
7985,2013-03-23,2,94.0,4466.0,1
9414,2013-03-23,3,50.0,4466.0,1
8685,2013-03-23,2,79.0,4466.0,1
6139,2013-03-23,2,60.0,4466.0,1
11773,2013-03-23,1,5.0,4466.0,1
6664,2013-03-23,2,7.0,4466.0,1
9692,2013-03-23,2,40.0,4466.0,1
7152,2013-03-23,2,77.0,4466.0,1
4353,2013-03-23,1,70.0,4466.0,1
16829,2013-03-23,3,27.0,4466.0,1
16930,2013-03-23,1,4.0,4466.0,1
2496,2013-04-18,5,58.0,4440.0,1
5201,2013-04-24,4,97.0,4434.0,1
16962,2013-03-23,2,29.0,4466.0,1
6710,2013-10-30,5,79.0,4245.0,1
1833,2013-03-23,2,40.0,4466.0,1
1236,2013-07-06,4,62.0,4361.0,1
1513,2013-03-23,1,9.0,4466.0,1
4764,2013-03-23,5,1388.0,4466.0,1
2907,2013-03-23,3,3021.0,4466.0,1
2987,2013-03-23,4,1893.0,4466.0,1
11952,2013-03-23,5,4242.0,4466.0,1
11955,2013-03-23,3,4179.0,4466.0,1
17954,2013-03-23,3,2462.0,4466.0,1
17845,2013-03-23,4,4337.0,4466.0,1
970,2013-08-16,6,8173.0,4320.0,1
101,2013-08-07,7,8172.0,4329.0,1
12282,2013-03-23,3,4828.0,4466.0,1
8681,2013-03-23,2,1170.0,4466.0,1
14722,2013-03-23,3,584.0,4466.0,1
12526,2013-03-24,2,3302.0,4465.0,1
12416,2013-03-24,3,3588.0,4465.0,1
1318,2013-03-24,9,6823.0,4465.0,1
10211,2013-03-24,2,40.0,4465.0,1
18287,2013-03-24,2,14.0,4465.0,1
12087,2013-03-24,2,13.0,4465.0,1
15164,2013-03-24,2,124.0,4465.0,1
7933,2013-05-15,3,59.0,4413.0,1
12766,2013-03-24,5,2535.0,4465.0,1
599,2013-03-24,5,4548.0,4465.0,1
837,2013-04-22,2,70.0,4436.0,1
17980,2013-03-24,3,38.0,4465.0,1
18128,2013-03-24,2,29.0,4465.0,1
16531,2013-03-24,4,48.0,4465.0,1
11742,2013-03-24,2,35.0,4465.0,1
12805,2013-03-24,3,72.0,4465.0,1
7523,2013-03-24,1,70.0,4465.0,1
7682,2013-03-24,1,70.0,4465.0,1
10765,2013-03-24,2,7.0,4465.0,1
2869,2013-03-24,2,31.0,4465.0,1
8934,2013-03-24,1,5.0,4465.0,1
5195,2013-03-24,2,49.0,4465.0,1
4710,2013-03-24,3,95.0,4465.0,1
5559,2013-03-24,1,25.0,4465.0,1
5320,2013-03-24,2,27.0,4465.0,1
8517,2013-03-24,1,4.0,4465.0,1
11815,2013-03-24,1,5.0,4465.0,1
9949,2013-03-24,1,4.0,4465.0,1
16967,2013-03-24,2,40.0,4465.0,1
323,2013-05-21,4,44.0,4407.0,1
7812,2013-03-24,3,101.0,4465.0,1
12138,2013-03-24,3,5314.0,4465.0,1
5921,2013-03-24,1,1701.0,4465.0,1
10656,2013-03-24,4,2648.0,4465.0,1
9303,2013-03-24,2,2451.0,4465.0,1
9304,2013-03-24,4,2512.0,4465.0,1
538,2013-03-24,2,5873.0,4465.0,1
3703,2013-10-06,7,6729.0,4269.0,1
245,2013-07-19,12,7175.0,4348.0,1
11962,2013-03-24,3,3892.0,4465.0,1
7710,2013-03-24,6,6098.0,4465.0,1
13780,2013-03-24,2,2419.0,4465.0,1
14648,2013-03-24,3,563.0,4465.0,1
2257,2013-12-25,13,7494.0,4189.0,1
13889,2013-03-25,3,2174.0,4464.0,1
1679,2013-05-27,8,341.0,4401.0,1
10224,2013-03-25,2,57.0,4464.0,1
14814,2013-03-25,2,27.0,4464.0,1
6231,2013-08-21,2,84.0,4315.0,1
4235,2013-07-29,2,60.0,4338.0,1
13211,2013-03-25,3,1730.0,4464.0,1
6742,2013-03-25,6,4217.0,4464.0,1
8974,2013-09-06,6,83.0,4299.0,1
204,2013-12-11,32,800.0,4203.0,1
3329,2013-10-03,15,308.0,4272.0,1
210,2014-01-22,2,37.0,4161.0,1
306,2013-08-04,4,77.0,4332.0,1
17058,2013-03-25,1,21.0,4464.0,1
14262,2013-03-25,3,72.0,4464.0,1
12024,2013-03-25,2,32.0,4464.0,1
12788,2013-03-25,3,72.0,4464.0,1
11768,2013-03-25,3,70.0,4464.0,1
12556,2013-03-25,2,35.0,4464.0,1
10359,2013-03-25,1,10.0,4464.0,1
16759,2013-03-25,1,70.0,4464.0,1
16758,2013-03-25,3,133.0,4464.0,1
7424,2013-03-25,1,5.0,4464.0,1
13257,2013-03-25,2,40.0,4464.0,1
7350,2013-03-25,2,40.0,4464.0,1
9680,2013-03-25,3,64.0,4464.0,1
17476,2013-03-25,2,124.0,4464.0,1
5450,2013-05-25,4,47.0,4403.0,1
1845,2013-03-25,2,57.0,4464.0,1
5293,2013-03-25,2,32.0,4464.0,1
8065,2013-03-25,3,32.0,4464.0,1
11867,2013-03-25,2,6.0,4464.0,1
10852,2013-03-25,1,5.0,4464.0,1
11389,2013-03-25,2,69.0,4464.0,1
13121,2013-03-25,1,4.0,4464.0,1
9943,2013-03-25,1,4.0,4464.0,1
961,2013-07-28,3,75.0,4339.0,1
2032,2013-03-25,1,22.0,4464.0,1
1440,2013-03-25,4,125.0,4464.0,1
8025,2013-03-25,4,700.0,4464.0,1
8014,2013-03-25,4,636.0,4464.0,1
5141,2013-03-25,3,2528.0,4464.0,1
540,2013-03-25,6,5997.0,4464.0,1
1163,2013-03-25,4,5913.0,4464.0,1
1083,2013-03-25,4,5913.0,4464.0,1
3526,2013-10-26,6,6665.0,4249.0,1
5394,2013-10-15,7,5842.0,4260.0,1
15768,2013-03-25,3,1332.0,4464.0,1
17941,2013-03-25,2,2393.0,4464.0,1
7696,2013-03-25,3,6029.0,4464.0,1
910,2013-08-01,7,8105.0,4335.0,1
3887,2013-03-25,1,540.0,4464.0,1
14747,2013-03-25,2,561.0,4464.0,1
14732,2013-03-25,2,549.0,4464.0,1
7491,2013-03-26,3,6029.0,4463.0,1
13903,2013-03-26,2,2120.0,4463.0,1
5519,2013-03-26,2,4698.0,4463.0,1
428,2013-10-20,9,9918.0,4255.0,1
1777,2014-01-21,5,86.0,4162.0,1
1371,2013-06-02,6,61.0,4395.0,1
4732,2013-09-28,2,60.0,4277.0,1
4427,2013-11-11,7,116.0,4233.0,1
10990,2013-03-26,1,35.0,4463.0,1
15180,2013-03-26,2,39.0,4463.0,1
4585,2013-12-26,3,62.0,4188.0,1
2138,2013-06-19,6,178.0,4378.0,1
4633,2013-10-11,8,5244.0,4264.0,1
16224,2013-03-26,2,6.0,4463.0,1
809,2013-10-25,14,609.0,4250.0,1
712,2014-01-26,55,1104.0,4157.0,1
12466,2013-03-26,2,35.0,4463.0,1
1985,2013-10-29,11,200.0,4246.0,1
11228,2013-03-26,2,35.0,4463.0,1
12381,2013-03-26,3,70.0,4463.0,1
11186,2013-03-26,2,39.0,4463.0,1
10299,2013-03-26,4,93.0,4463.0,1
9513,2013-03-26,1,10.0,4463.0,1
9118,2013-03-26,2,79.0,4463.0,1
7064,2013-03-26,2,55.0,4463.0,1
7106,2013-03-26,2,40.0,4463.0,1
4157,2013-03-26,2,125.0,4463.0,1
7756,2013-03-27,3,87.0,4462.0,1
17463,2013-03-26,1,70.0,4463.0,1
4108,2013-03-26,1,70.0,4463.0,1
7170,2013-03-26,2,7.0,4463.0,1
4616,2013-12-28,7,70.0,4186.0,1
4354,2013-12-03,9,326.0,4211.0,1
3866,2013-03-26,1,30.0,4463.0,1
5558,2013-03-26,3,31.0,4463.0,1
8276,2013-03-26,2,14.0,4463.0,1
6741,2013-03-26,2,39.0,4463.0,1
2494,2013-04-24,4,49.0,4434.0,1
14315,2013-03-26,2,7.0,4463.0,1
16154,2013-03-26,3,43.0,4463.0,1
14514,2013-03-26,2,7.0,4463.0,1
1945,2013-09-04,10,164.0,4301.0,1
4009,2013-10-26,9,171.0,4249.0,1
5899,2013-03-26,2,1751.0,4463.0,1
2991,2013-03-26,4,1893.0,4463.0,1
1156,2013-03-26,4,5930.0,4463.0,1
14539,2013-03-26,3,1229.0,4463.0,1
11954,2013-03-26,4,3900.0,4463.0,1
17953,2013-03-26,4,2473.0,4463.0,1
7726,2013-03-26,5,6044.0,4463.0,1
4793,2013-03-26,3,2645.0,4463.0,1
965,2013-08-09,6,8173.0,4327.0,1
905,2013-07-01,7,8214.0,4366.0,1
906,2013-07-06,7,8156.0,4361.0,1
14282,2013-03-26,2,1250.0,4463.0,1
13671,2013-03-26,2,2419.0,4463.0,1
11337,2013-03-26,4,600.0,4463.0,1
8672,2013-03-26,2,1170.0,4463.0,1
8502,2013-03-26,2,1819.0,4463.0,1
12221,2013-03-26,2,1174.0,4463.0,1
12527,2013-03-27,2,3563.0,4462.0,1
550,2013-12-12,9,7024.0,4202.0,1
859,2013-07-12,2,85.0,4355.0,1
151,2013-07-15,8,192.0,4352.0,1
8604,2014-01-08,4,59.0,4175.0,1
8568,2013-05-23,3,105.0,4405.0,1
15665,2013-03-27,2,124.0,4462.0,1
